id,question,rating_raw,respT,type,isTrue,correct,confidence
145,UoE_1_20,4,0,covid,0,1,1
145,UoE_1_21,1,1,covid,1,1,3
145,UoE_1_22,2,1,covid,1,1,2
145,UoE_1_23,2,1,covid,1,1,2
145,UoE_1_24,5,0,covid,1,0,2
145,UoE_1_25,4,0,covid,0,1,1
145,UoE_1_26,2,1,covid,1,1,2
145,UoE_1_27,2,1,covid,1,1,2
145,UoE_1_28,2,1,covid,1,1,2
146,UoE_1_1,5,0,science,0,1,2
146,UoE_1_2,4,0,science,0,1,1
146,UoE_1_3,3,1,science,0,0,1
146,UoE_1_4,4,0,science,0,1,1
146,UoE_1_5,4,0,science,0,1,1
146,UoE_1_6,4,0,science,0,1,1
146,UoE_1_7,3,1,science,1,1,1
146,UoE_1_8,4,0,science,1,0,1
146,UoE_1_9,2,1,science,1,1,2
146,UoE_1_10,3,1,science,1,1,1
146,UoE_1_11,3,1,science,1,1,1
146,UoE_1_12,3,1,science,1,1,1
146,UoE_1_13,5,0,science,1,0,2
146,UoE_1_14,4,0,science,0,1,1
146,UoE_1_15,3,1,covid,0,0,1
146,UoE_1_16,4,0,covid,0,1,1
146,UoE_1_17,5,0,covid,0,1,2
146,UoE_1_18,2,1,covid,0,0,2
146,UoE_1_19,5,0,covid,0,1,2
146,UoE_1_20,3,1,covid,0,0,1
146,UoE_1_21,1,1,covid,1,1,3
146,UoE_1_22,2,1,covid,1,1,2
146,UoE_1_23,3,1,covid,1,1,1
146,UoE_1_24,4,0,covid,1,0,1
146,UoE_1_25,4,0,covid,0,1,1
146,UoE_1_26,3,1,covid,1,1,1
146,UoE_1_27,1,1,covid,1,1,3
146,UoE_1_28,2,1,covid,1,1,2
147,UoE_1_1,4,0,science,0,1,1
147,UoE_1_2,6,0,science,0,1,3
147,UoE_1_3,6,0,science,0,1,3
147,UoE_1_4,6,0,science,0,1,3
147,UoE_1_5,4,0,science,0,1,1
147,UoE_1_6,6,0,science,0,1,3
147,UoE_1_7,1,1,science,1,1,3
147,UoE_1_8,3,1,science,1,1,1
147,UoE_1_9,1,1,science,1,1,3
147,UoE_1_10,1,1,science,1,1,3
147,UoE_1_11,4,0,science,1,0,1
147,UoE_1_12,3,1,science,1,1,1
147,UoE_1_13,1,1,science,1,1,3
147,UoE_1_14,4,0,science,0,1,1
147,UoE_1_15,3,1,covid,0,0,1
147,UoE_1_16,5,0,covid,0,1,2
147,UoE_1_17,6,0,covid,0,1,3
147,UoE_1_18,6,0,covid,0,1,3
147,UoE_1_19,5,0,covid,0,1,2
147,UoE_1_20,4,0,covid,0,1,1
147,UoE_1_21,1,1,covid,1,1,3
147,UoE_1_22,1,1,covid,1,1,3
147,UoE_1_23,3,1,covid,1,1,1
147,UoE_1_24,2,1,covid,1,1,2
147,UoE_1_25,4,0,covid,0,1,1
147,UoE_1_26,3,1,covid,1,1,1
147,UoE_1_27,3,1,covid,1,1,1
147,UoE_1_28,3,1,covid,1,1,1
148,UoE_1_1,5,0,science,0,1,2
148,UoE_1_2,5,0,science,0,1,2
148,UoE_1_3,6,0,science,0,1,3
148,UoE_1_4,2,1,science,0,0,2
148,UoE_1_5,3,1,science,0,0,1
148,UoE_1_6,5,0,science,0,1,2
148,UoE_1_7,1,1,science,1,1,3
148,UoE_1_8,5,0,science,1,0,2
148,UoE_1_9,3,1,science,1,1,1
148,UoE_1_10,2,1,science,1,1,2
148,UoE_1_11,2,1,science,1,1,2
148,UoE_1_12,1,1,science,1,1,3
148,UoE_1_13,1,1,science,1,1,3
148,UoE_1_14,4,0,science,0,1,1
148,UoE_1_15,5,0,covid,0,1,2
148,UoE_1_16,4,0,covid,0,1,1
148,UoE_1_17,6,0,covid,0,1,3
148,UoE_1_18,5,0,covid,0,1,2
148,UoE_1_19,4,0,covid,0,1,1
148,UoE_1_20,4,0,covid,0,1,1
148,UoE_1_21,1,1,covid,1,1,3
148,UoE_1_22,2,1,covid,1,1,2
148,UoE_1_23,2,1,covid,1,1,2
148,UoE_1_24,2,1,covid,1,1,2
148,UoE_1_25,6,0,covid,0,1,3
148,UoE_1_26,3,1,covid,1,1,1
148,UoE_1_27,2,1,covid,1,1,2
148,UoE_1_28,2,1,covid,1,1,2
149,UoE_1_1,5,0,science,0,1,2
149,UoE_1_2,6,0,science,0,1,3
149,UoE_1_3,6,0,science,0,1,3
149,UoE_1_4,3,1,science,0,0,1
149,UoE_1_5,2,1,science,0,0,2
149,UoE_1_6,6,0,science,0,1,3
149,UoE_1_7,1,1,science,1,1,3
149,UoE_1_8,2,1,science,1,1,2
149,UoE_1_9,1,1,science,1,1,3
149,UoE_1_10,1,1,science,1,1,3
149,UoE_1_11,1,1,science,1,1,3
149,UoE_1_12,1,1,science,1,1,3
149,UoE_1_13,1,1,science,1,1,3
149,UoE_1_14,2,1,science,0,0,2
149,UoE_1_15,5,0,covid,0,1,2
149,UoE_1_16,5,0,covid,0,1,2
149,UoE_1_17,5,0,covid,0,1,2
149,UoE_1_18,6,0,covid,0,1,3
149,UoE_1_19,6,0,covid,0,1,3
149,UoE_1_20,4,0,covid,0,1,1
149,UoE_1_21,1,1,covid,1,1,3
149,UoE_1_22,1,1,covid,1,1,3
149,UoE_1_23,3,1,covid,1,1,1
149,UoE_1_24,1,1,covid,1,1,3
149,UoE_1_25,5,0,covid,0,1,2
149,UoE_1_26,2,1,covid,1,1,2
149,UoE_1_27,1,1,covid,1,1,3
149,UoE_1_28,2,1,covid,1,1,2
150,UoE_1_1,4,0,science,0,1,1
150,UoE_1_2,4,0,science,0,1,1
150,UoE_1_3,2,1,science,0,0,2
150,UoE_1_4,1,1,science,0,0,3
150,UoE_1_5,3,1,science,0,0,1
150,UoE_1_6,3,1,science,0,0,1
150,UoE_1_7,1,1,science,1,1,3
150,UoE_1_8,1,1,science,1,1,3
150,UoE_1_9,2,1,science,1,1,2
150,UoE_1_10,3,1,science,1,1,1
150,UoE_1_11,3,1,science,1,1,1
150,UoE_1_12,3,1,science,1,1,1
150,UoE_1_13,1,1,science,1,1,3
150,UoE_1_14,4,0,science,0,1,1
150,UoE_1_15,4,0,covid,0,1,1
150,UoE_1_16,5,0,covid,0,1,2
150,UoE_1_17,1,1,covid,0,0,3
150,UoE_1_18,6,0,covid,0,1,3
150,UoE_1_19,6,0,covid,0,1,3
150,UoE_1_20,5,0,covid,0,1,2
150,UoE_1_21,1,1,covid,1,1,3
150,UoE_1_22,1,1,covid,1,1,3
150,UoE_1_23,2,1,covid,1,1,2
150,UoE_1_24,2,1,covid,1,1,2
150,UoE_1_25,5,0,covid,0,1,2
150,UoE_1_26,1,1,covid,1,1,3
150,UoE_1_27,1,1,covid,1,1,3
150,UoE_1_28,2,1,covid,1,1,2
151,UoE_1_1,3,1,science,0,0,1
151,UoE_1_2,2,1,science,0,0,2
151,UoE_1_3,3,1,science,0,0,1
151,UoE_1_4,3,1,science,0,0,1
151,UoE_1_5,3,1,science,0,0,1
151,UoE_1_6,3,1,science,0,0,1
151,UoE_1_7,3,1,science,1,1,1
151,UoE_1_8,3,1,science,1,1,1
151,UoE_1_9,2,1,science,1,1,2
151,UoE_1_10,3,1,science,1,1,1
151,UoE_1_11,3,1,science,1,1,1
151,UoE_1_12,3,1,science,1,1,1
151,UoE_1_13,3,1,science,1,1,1
151,UoE_1_14,4,0,science,0,1,1
151,UoE_1_15,3,1,covid,0,0,1
151,UoE_1_16,4,0,covid,0,1,1
151,UoE_1_17,1,1,covid,0,0,3
151,UoE_1_18,4,0,covid,0,1,1
151,UoE_1_19,3,1,covid,0,0,1
151,UoE_1_20,4,0,covid,0,1,1
151,UoE_1_21,2,1,covid,1,1,2
151,UoE_1_22,3,1,covid,1,1,1
151,UoE_1_23,2,1,covid,1,1,2
151,UoE_1_24,3,1,covid,1,1,1
151,UoE_1_25,4,0,covid,0,1,1
151,UoE_1_26,3,1,covid,1,1,1
151,UoE_1_27,3,1,covid,1,1,1
151,UoE_1_28,3,1,covid,1,1,1
152,UoE_1_1,5,0,science,0,1,2
152,UoE_1_2,4,0,science,0,1,1
152,UoE_1_3,4,0,science,0,1,1
152,UoE_1_4,4,0,science,0,1,1
152,UoE_1_5,4,0,science,0,1,1
152,UoE_1_6,4,0,science,0,1,1
152,UoE_1_7,3,1,science,1,1,1
152,UoE_1_8,4,0,science,1,0,1
152,UoE_1_9,1,1,science,1,1,3
152,UoE_1_10,1,1,science,1,1,3
152,UoE_1_11,4,0,science,1,0,1
152,UoE_1_12,4,0,science,1,0,1
152,UoE_1_13,2,1,science,1,1,2
152,UoE_1_14,4,0,science,0,1,1
152,UoE_1_15,1,1,covid,0,0,3
152,UoE_1_16,3,1,covid,0,0,1
152,UoE_1_17,4,0,covid,0,1,1
152,UoE_1_18,4,0,covid,0,1,1
152,UoE_1_19,4,0,covid,0,1,1
152,UoE_1_20,4,0,covid,0,1,1
152,UoE_1_21,1,1,covid,1,1,3
152,UoE_1_22,1,1,covid,1,1,3
152,UoE_1_23,4,0,covid,1,0,1
152,UoE_1_24,3,1,covid,1,1,1
152,UoE_1_25,4,0,covid,0,1,1
152,UoE_1_26,5,0,covid,1,0,2
152,UoE_1_27,1,1,covid,1,1,3
152,UoE_1_28,3,1,covid,1,1,1
153,UoE_1_1,2,1,science,0,0,2
153,UoE_1_2,4,0,science,0,1,1
153,UoE_1_3,3,1,science,0,0,1
153,UoE_1_4,1,1,science,0,0,3
153,UoE_1_5,3,1,science,0,0,1
153,UoE_1_6,4,0,science,0,1,1
153,UoE_1_7,2,1,science,1,1,2
153,UoE_1_8,2,1,science,1,1,2
153,UoE_1_9,1,1,science,1,1,3
153,UoE_1_10,1,1,science,1,1,3
153,UoE_1_11,2,1,science,1,1,2
153,UoE_1_12,3,1,science,1,1,1
153,UoE_1_13,5,0,science,1,0,2
153,UoE_1_14,5,0,science,0,1,2
153,UoE_1_15,1,1,covid,0,0,3
153,UoE_1_16,3,1,covid,0,0,1
153,UoE_1_17,2,1,covid,0,0,2
153,UoE_1_18,6,0,covid,0,1,3
153,UoE_1_19,1,1,covid,0,0,3
153,UoE_1_20,6,0,covid,0,1,3
153,UoE_1_21,1,1,covid,1,1,3
153,UoE_1_22,1,1,covid,1,1,3
153,UoE_1_23,1,1,covid,1,1,3
153,UoE_1_24,1,1,covid,1,1,3
153,UoE_1_25,6,0,covid,0,1,3
153,UoE_1_26,1,1,covid,1,1,3
153,UoE_1_27,1,1,covid,1,1,3
153,UoE_1_28,1,1,covid,1,1,3
154,UoE_1_1,6,0,science,0,1,3
154,UoE_1_2,5,0,science,0,1,2
154,UoE_1_3,6,0,science,0,1,3
154,UoE_1_4,5,0,science,0,1,2
154,UoE_1_5,3,1,science,0,0,1
154,UoE_1_6,6,0,science,0,1,3
154,UoE_1_7,2,1,science,1,1,2
154,UoE_1_8,6,0,science,1,0,3
154,UoE_1_9,2,1,science,1,1,2
154,UoE_1_10,2,1,science,1,1,2
154,UoE_1_11,2,1,science,1,1,2
154,UoE_1_12,2,1,science,1,1,2
154,UoE_1_13,2,1,science,1,1,2
154,UoE_1_14,4,0,science,0,1,1
154,UoE_1_15,3,1,covid,0,0,1
154,UoE_1_16,5,0,covid,0,1,2
154,UoE_1_17,5,0,covid,0,1,2
154,UoE_1_18,6,0,covid,0,1,3
154,UoE_1_19,6,0,covid,0,1,3
154,UoE_1_20,6,0,covid,0,1,3
154,UoE_1_21,1,1,covid,1,1,3
154,UoE_1_22,1,1,covid,1,1,3
154,UoE_1_23,3,1,covid,1,1,1
154,UoE_1_24,3,1,covid,1,1,1
154,UoE_1_25,4,0,covid,0,1,1
154,UoE_1_26,1,1,covid,1,1,3
154,UoE_1_27,1,1,covid,1,1,3
154,UoE_1_28,2,1,covid,1,1,2
155,UoE_1_1,5,0,science,0,1,2
155,UoE_1_2,3,1,science,0,0,1
155,UoE_1_3,4,0,science,0,1,1
155,UoE_1_4,4,0,science,0,1,1
155,UoE_1_5,3,1,science,0,0,1
155,UoE_1_6,4,0,science,0,1,1
155,UoE_1_7,4,0,science,1,0,1
155,UoE_1_8,4,0,science,1,0,1
155,UoE_1_9,2,1,science,1,1,2
155,UoE_1_10,3,1,science,1,1,1
155,UoE_1_11,4,0,science,1,0,1
155,UoE_1_12,3,1,science,1,1,1
155,UoE_1_13,3,1,science,1,1,1
155,UoE_1_14,4,0,science,0,1,1
155,UoE_1_15,3,1,covid,0,0,1
155,UoE_1_16,5,0,covid,0,1,2
155,UoE_1_17,5,0,covid,0,1,2
155,UoE_1_18,4,0,covid,0,1,1
155,UoE_1_19,4,0,covid,0,1,1
155,UoE_1_20,5,0,covid,0,1,2
155,UoE_1_21,1,1,covid,1,1,3
155,UoE_1_22,2,1,covid,1,1,2
155,UoE_1_23,2,1,covid,1,1,2
155,UoE_1_24,2,1,covid,1,1,2
155,UoE_1_25,3,1,covid,0,0,1
155,UoE_1_26,3,1,covid,1,1,1
155,UoE_1_27,2,1,covid,1,1,2
155,UoE_1_28,4,0,covid,1,0,1
156,UoE_1_1,6,0,science,0,1,3
156,UoE_1_2,6,0,science,0,1,3
156,UoE_1_3,6,0,science,0,1,3
156,UoE_1_4,4,0,science,0,1,1
156,UoE_1_5,2,1,science,0,0,2
156,UoE_1_6,6,0,science,0,1,3
156,UoE_1_7,1,1,science,1,1,3
156,UoE_1_8,4,0,science,1,0,1
156,UoE_1_9,1,1,science,1,1,3
156,UoE_1_10,1,1,science,1,1,3
156,UoE_1_11,1,1,science,1,1,3
156,UoE_1_12,1,1,science,1,1,3
156,UoE_1_13,1,1,science,1,1,3
156,UoE_1_14,2,1,science,0,0,2
156,UoE_1_15,4,0,covid,0,1,1
156,UoE_1_16,4,0,covid,0,1,1
156,UoE_1_17,5,0,covid,0,1,2
156,UoE_1_18,5,0,covid,0,1,2
156,UoE_1_19,5,0,covid,0,1,2
156,UoE_1_20,4,0,covid,0,1,1
156,UoE_1_21,2,1,covid,1,1,2
156,UoE_1_22,2,1,covid,1,1,2
156,UoE_1_23,3,1,covid,1,1,1
156,UoE_1_24,3,1,covid,1,1,1
156,UoE_1_25,5,0,covid,0,1,2
156,UoE_1_26,2,1,covid,1,1,2
156,UoE_1_27,3,1,covid,1,1,1
156,UoE_1_28,2,1,covid,1,1,2
157,UoE_1_1,1,1,science,0,0,3
157,UoE_1_2,6,0,science,0,1,3
157,UoE_1_3,2,1,science,0,0,2
157,UoE_1_4,5,0,science,0,1,2
157,UoE_1_5,3,1,science,0,0,1
157,UoE_1_6,1,1,science,0,0,3
157,UoE_1_7,1,1,science,1,1,3
157,UoE_1_8,2,1,science,1,1,2
157,UoE_1_9,2,1,science,1,1,2
157,UoE_1_10,2,1,science,1,1,2
157,UoE_1_11,6,0,science,1,0,3
157,UoE_1_12,4,0,science,1,0,1
157,UoE_1_13,1,1,science,1,1,3
157,UoE_1_14,4,0,science,0,1,1
157,UoE_1_15,4,0,covid,0,1,1
157,UoE_1_16,5,0,covid,0,1,2
157,UoE_1_17,6,0,covid,0,1,3
157,UoE_1_18,6,0,covid,0,1,3
157,UoE_1_19,6,0,covid,0,1,3
157,UoE_1_20,5,0,covid,0,1,2
157,UoE_1_21,1,1,covid,1,1,3
157,UoE_1_22,2,1,covid,1,1,2
157,UoE_1_23,2,1,covid,1,1,2
157,UoE_1_24,5,0,covid,1,0,2
157,UoE_1_25,6,0,covid,0,1,3
157,UoE_1_26,2,1,covid,1,1,2
157,UoE_1_27,1,1,covid,1,1,3
157,UoE_1_28,2,1,covid,1,1,2
158,UoE_1_1,5,0,science,0,1,2
158,UoE_1_2,5,0,science,0,1,2
158,UoE_1_3,3,1,science,0,0,1
158,UoE_1_4,3,1,science,0,0,1
158,UoE_1_5,5,0,science,0,1,2
158,UoE_1_6,5,0,science,0,1,2
158,UoE_1_7,2,1,science,1,1,2
158,UoE_1_8,5,0,science,1,0,2
158,UoE_1_9,2,1,science,1,1,2
158,UoE_1_10,1,1,science,1,1,3
158,UoE_1_11,4,0,science,1,0,1
158,UoE_1_12,2,1,science,1,1,2
158,UoE_1_13,5,0,science,1,0,2
158,UoE_1_14,4,0,science,0,1,1
158,UoE_1_15,5,0,covid,0,1,2
158,UoE_1_16,6,0,covid,0,1,3
158,UoE_1_17,6,0,covid,0,1,3
158,UoE_1_18,6,0,covid,0,1,3
158,UoE_1_19,3,1,covid,0,0,1
158,UoE_1_20,5,0,covid,0,1,2
158,UoE_1_21,1,1,covid,1,1,3
158,UoE_1_22,2,1,covid,1,1,2
158,UoE_1_23,3,1,covid,1,1,1
158,UoE_1_24,2,1,covid,1,1,2
158,UoE_1_25,6,0,covid,0,1,3
158,UoE_1_26,3,1,covid,1,1,1
158,UoE_1_27,1,1,covid,1,1,3
158,UoE_1_28,3,1,covid,1,1,1
159,UoE_1_1,6,0,science,0,1,3
159,UoE_1_2,6,0,science,0,1,3
159,UoE_1_3,6,0,science,0,1,3
159,UoE_1_4,5,0,science,0,1,2
159,UoE_1_5,5,0,science,0,1,2
159,UoE_1_6,6,0,science,0,1,3
159,UoE_1_7,5,0,science,1,0,2
159,UoE_1_8,6,0,science,1,0,3
159,UoE_1_9,1,1,science,1,1,3
159,UoE_1_10,1,1,science,1,1,3
159,UoE_1_11,1,1,science,1,1,3
159,UoE_1_12,6,0,science,1,0,3
159,UoE_1_13,3,1,science,1,1,1
159,UoE_1_14,2,1,science,0,0,2
159,UoE_1_15,6,0,covid,0,1,3
159,UoE_1_16,6,0,covid,0,1,3
159,UoE_1_17,6,0,covid,0,1,3
159,UoE_1_18,6,0,covid,0,1,3
159,UoE_1_19,6,0,covid,0,1,3
159,UoE_1_20,6,0,covid,0,1,3
159,UoE_1_21,1,1,covid,1,1,3
159,UoE_1_22,2,1,covid,1,1,2
159,UoE_1_23,2,1,covid,1,1,2
159,UoE_1_24,1,1,covid,1,1,3
159,UoE_1_25,6,0,covid,0,1,3
159,UoE_1_26,6,0,covid,1,0,3
159,UoE_1_27,1,1,covid,1,1,3
159,UoE_1_28,3,1,covid,1,1,1
160,UoE_1_1,6,0,science,0,1,3
160,UoE_1_2,6,0,science,0,1,3
160,UoE_1_3,5,0,science,0,1,2
160,UoE_1_4,4,0,science,0,1,1
160,UoE_1_5,6,0,science,0,1,3
160,UoE_1_6,6,0,science,0,1,3
160,UoE_1_7,6,0,science,1,0,3
160,UoE_1_8,6,0,science,1,0,3
160,UoE_1_9,2,1,science,1,1,2
160,UoE_1_10,4,0,science,1,0,1
160,UoE_1_11,5,0,science,1,0,2
160,UoE_1_12,6,0,science,1,0,3
160,UoE_1_13,4,0,science,1,0,1
160,UoE_1_14,4,0,science,0,1,1
160,UoE_1_15,4,0,covid,0,1,1
160,UoE_1_16,6,0,covid,0,1,3
160,UoE_1_17,6,0,covid,0,1,3
160,UoE_1_18,6,0,covid,0,1,3
160,UoE_1_19,6,0,covid,0,1,3
160,UoE_1_20,6,0,covid,0,1,3
160,UoE_1_21,1,1,covid,1,1,3
160,UoE_1_22,1,1,covid,1,1,3
160,UoE_1_23,2,1,covid,1,1,2
160,UoE_1_24,2,1,covid,1,1,2
160,UoE_1_25,6,0,covid,0,1,3
160,UoE_1_26,3,1,covid,1,1,1
160,UoE_1_27,1,1,covid,1,1,3
160,UoE_1_28,6,0,covid,1,0,3
161,UoE_1_1,3,1,science,0,0,1
161,UoE_1_2,3,1,science,0,0,1
161,UoE_1_3,3,1,science,0,0,1
161,UoE_1_4,3,1,science,0,0,1
161,UoE_1_5,3,1,science,0,0,1
161,UoE_1_6,3,1,science,0,0,1
161,UoE_1_7,3,1,science,1,1,1
161,UoE_1_8,3,1,science,1,1,1
161,UoE_1_9,3,1,science,1,1,1
161,UoE_1_10,3,1,science,1,1,1
161,UoE_1_11,3,1,science,1,1,1
161,UoE_1_12,3,1,science,1,1,1
161,UoE_1_13,3,1,science,1,1,1
161,UoE_1_14,3,1,science,0,0,1
161,UoE_1_15,3,1,covid,0,0,1
161,UoE_1_16,3,1,covid,0,0,1
161,UoE_1_17,3,1,covid,0,0,1
161,UoE_1_18,3,1,covid,0,0,1
161,UoE_1_19,3,1,covid,0,0,1
161,UoE_1_20,3,1,covid,0,0,1
161,UoE_1_21,3,1,covid,1,1,1
161,UoE_1_22,3,1,covid,1,1,1
161,UoE_1_23,3,1,covid,1,1,1
161,UoE_1_24,3,1,covid,1,1,1
161,UoE_1_25,3,1,covid,0,0,1
161,UoE_1_26,3,1,covid,1,1,1
161,UoE_1_27,3,1,covid,1,1,1
161,UoE_1_28,3,1,covid,1,1,1
162,UoE_1_1,5,0,science,0,1,2
162,UoE_1_2,5,0,science,0,1,2
162,UoE_1_3,5,0,science,0,1,2
162,UoE_1_4,5,0,science,0,1,2
162,UoE_1_5,4,0,science,0,1,1
162,UoE_1_6,4,0,science,0,1,1
162,UoE_1_7,1,1,science,1,1,3
162,UoE_1_8,5,0,science,1,0,2
162,UoE_1_9,1,1,science,1,1,3
162,UoE_1_10,1,1,science,1,1,3
162,UoE_1_11,4,0,science,1,0,1
162,UoE_1_12,4,0,science,1,0,1
162,UoE_1_13,1,1,science,1,1,3
162,UoE_1_14,4,0,science,0,1,1
162,UoE_1_15,4,0,covid,0,1,1
162,UoE_1_16,4,0,covid,0,1,1
162,UoE_1_17,6,0,covid,0,1,3
162,UoE_1_18,4,0,covid,0,1,1
162,UoE_1_19,5,0,covid,0,1,2
162,UoE_1_20,4,0,covid,0,1,1
162,UoE_1_21,1,1,covid,1,1,3
162,UoE_1_22,1,1,covid,1,1,3
162,UoE_1_23,4,0,covid,1,0,1
162,UoE_1_24,3,1,covid,1,1,1
162,UoE_1_25,5,0,covid,0,1,2
162,UoE_1_26,3,1,covid,1,1,1
162,UoE_1_27,1,1,covid,1,1,3
162,UoE_1_28,2,1,covid,1,1,2
163,UoE_1_1,6,0,science,0,1,3
163,UoE_1_2,6,0,science,0,1,3
163,UoE_1_3,6,0,science,0,1,3
163,UoE_1_4,3,1,science,0,0,1
163,UoE_1_5,2,1,science,0,0,2
163,UoE_1_6,6,0,science,0,1,3
163,UoE_1_7,1,1,science,1,1,3
163,UoE_1_8,4,0,science,1,0,1
163,UoE_1_9,1,1,science,1,1,3
163,UoE_1_10,1,1,science,1,1,3
163,UoE_1_11,3,1,science,1,1,1
163,UoE_1_12,1,1,science,1,1,3
163,UoE_1_13,2,1,science,1,1,2
163,UoE_1_14,3,1,science,0,0,1
163,UoE_1_15,1,1,covid,0,0,3
163,UoE_1_16,5,0,covid,0,1,2
163,UoE_1_17,6,0,covid,0,1,3
163,UoE_1_18,6,0,covid,0,1,3
163,UoE_1_19,6,0,covid,0,1,3
163,UoE_1_20,5,0,covid,0,1,2
163,UoE_1_21,1,1,covid,1,1,3
163,UoE_1_22,1,1,covid,1,1,3
163,UoE_1_23,3,1,covid,1,1,1
163,UoE_1_24,1,1,covid,1,1,3
163,UoE_1_25,5,0,covid,0,1,2
163,UoE_1_26,2,1,covid,1,1,2
163,UoE_1_27,1,1,covid,1,1,3
163,UoE_1_28,2,1,covid,1,1,2
164,UoE_1_1,5,0,science,0,1,2
164,UoE_1_2,4,0,science,0,1,1
164,UoE_1_3,4,0,science,0,1,1
164,UoE_1_4,5,0,science,0,1,2
164,UoE_1_5,5,0,science,0,1,2
164,UoE_1_6,3,1,science,0,0,1
164,UoE_1_7,2,1,science,1,1,2
164,UoE_1_8,3,1,science,1,1,1
164,UoE_1_9,1,1,science,1,1,3
164,UoE_1_10,5,0,science,1,0,2
164,UoE_1_11,4,0,science,1,0,1
164,UoE_1_12,3,1,science,1,1,1
164,UoE_1_13,4,0,science,1,0,1
164,UoE_1_14,5,0,science,0,1,2
164,UoE_1_15,5,0,covid,0,1,2
164,UoE_1_16,5,0,covid,0,1,2
164,UoE_1_17,3,1,covid,0,0,1
164,UoE_1_18,6,0,covid,0,1,3
164,UoE_1_19,5,0,covid,0,1,2
164,UoE_1_20,6,0,covid,0,1,3
164,UoE_1_21,1,1,covid,1,1,3
164,UoE_1_22,2,1,covid,1,1,2
164,UoE_1_23,2,1,covid,1,1,2
164,UoE_1_24,2,1,covid,1,1,2
164,UoE_1_25,5,0,covid,0,1,2
164,UoE_1_26,2,1,covid,1,1,2
164,UoE_1_27,2,1,covid,1,1,2
164,UoE_1_28,5,0,covid,1,0,2
165,UoE_1_1,3,1,science,0,0,1
165,UoE_1_2,4,0,science,0,1,1
165,UoE_1_3,3,1,science,0,0,1
165,UoE_1_4,3,1,science,0,0,1
165,UoE_1_5,3,1,science,0,0,1
165,UoE_1_6,4,0,science,0,1,1
165,UoE_1_7,2,1,science,1,1,2
165,UoE_1_8,4,0,science,1,0,1
165,UoE_1_9,4,0,science,1,0,1
165,UoE_1_10,2,1,science,1,1,2
165,UoE_1_11,4,0,science,1,0,1
165,UoE_1_12,3,1,science,1,1,1
165,UoE_1_13,4,0,science,1,0,1
165,UoE_1_14,4,0,science,0,1,1
165,UoE_1_15,4,0,covid,0,1,1
165,UoE_1_16,3,1,covid,0,0,1
165,UoE_1_17,4,0,covid,0,1,1
165,UoE_1_18,5,0,covid,0,1,2
165,UoE_1_19,5,0,covid,0,1,2
165,UoE_1_20,4,0,covid,0,1,1
165,UoE_1_21,1,1,covid,1,1,3
165,UoE_1_22,2,1,covid,1,1,2
165,UoE_1_23,4,0,covid,1,0,1
165,UoE_1_24,2,1,covid,1,1,2
165,UoE_1_25,3,1,covid,0,0,1
165,UoE_1_26,2,1,covid,1,1,2
165,UoE_1_27,2,1,covid,1,1,2
165,UoE_1_28,2,1,covid,1,1,2
166,UoE_1_1,5,0,science,0,1,2
166,UoE_1_2,5,0,science,0,1,2
166,UoE_1_3,6,0,science,0,1,3
166,UoE_1_4,2,1,science,0,0,2
166,UoE_1_5,2,1,science,0,0,2
166,UoE_1_6,2,1,science,0,0,2
166,UoE_1_7,4,0,science,1,0,1
166,UoE_1_8,2,1,science,1,1,2
166,UoE_1_9,3,1,science,1,1,1
166,UoE_1_10,1,1,science,1,1,3
166,UoE_1_11,2,1,science,1,1,2
166,UoE_1_12,1,1,science,1,1,3
166,UoE_1_13,3,1,science,1,1,1
166,UoE_1_14,1,1,science,0,0,3
166,UoE_1_15,5,0,covid,0,1,2
166,UoE_1_16,1,1,covid,0,0,3
166,UoE_1_17,1,1,covid,0,0,3
166,UoE_1_18,6,0,covid,0,1,3
166,UoE_1_19,1,1,covid,0,0,3
166,UoE_1_20,1,1,covid,0,0,3
166,UoE_1_21,1,1,covid,1,1,3
166,UoE_1_22,1,1,covid,1,1,3
166,UoE_1_23,1,1,covid,1,1,3
166,UoE_1_24,6,0,covid,1,0,3
166,UoE_1_25,5,0,covid,0,1,2
166,UoE_1_26,2,1,covid,1,1,2
166,UoE_1_27,1,1,covid,1,1,3
166,UoE_1_28,1,1,covid,1,1,3
167,UoE_1_1,3,1,science,0,0,1
167,UoE_1_2,4,0,science,0,1,1
167,UoE_1_3,5,0,science,0,1,2
167,UoE_1_4,3,1,science,0,0,1
167,UoE_1_5,3,1,science,0,0,1
167,UoE_1_6,3,1,science,0,0,1
167,UoE_1_7,2,1,science,1,1,2
167,UoE_1_8,6,0,science,1,0,3
167,UoE_1_9,1,1,science,1,1,3
167,UoE_1_10,4,0,science,1,0,1
167,UoE_1_11,3,1,science,1,1,1
167,UoE_1_12,4,0,science,1,0,1
167,UoE_1_13,6,0,science,1,0,3
167,UoE_1_14,3,1,science,0,0,1
167,UoE_1_15,2,1,covid,0,0,2
167,UoE_1_16,3,1,covid,0,0,1
167,UoE_1_17,3,1,covid,0,0,1
167,UoE_1_18,5,0,covid,0,1,2
167,UoE_1_19,6,0,covid,0,1,3
167,UoE_1_20,3,1,covid,0,0,1
167,UoE_1_21,4,0,covid,1,0,1
167,UoE_1_22,4,0,covid,1,0,1
167,UoE_1_23,4,0,covid,1,0,1
