r,type,scenario,ID,condition,anty,anti_needed
1,NN,NOTNEED5_1.1,sj109,1,0,0
1,NN,NOTNEED6_1.1,sj109,1,0,0
1,UN,UNCNOT1_1.1,sj109,1,0,0
1,UN,UNCNOT2_1.1,sj109,1,0,0
1,UN,UNCNOT3_1.1,sj109,1,0,0
1,UN,UNCNOT4_1.1,sj109,1,0,0
1,UN,UNCNOT5_1.1,sj109,1,0,0
1,UN,UNCNOT6_1.1,sj109,1,0,0
2,UY,UNCNEED3_1.1,sj109,1,1,1
2,UY,UNCNEED5_1.1,sj109,1,1,1
2,YY,NEED3_1.1,sj109,1,1,1
2,YY,NEED5_1.1,sj109,1,1,1
1,NN,NOTNEED1_1.1,sj110,1,0,0
2,NN,NOTNEED2_1.1,sj110,1,1,0
1,NN,NOTNEED3_1.1,sj110,1,0,0
2,NN,NOTNEED4_1.1,sj110,1,1,0
2,NN,NOTNEED5_1.1,sj110,1,1,0
1,NN,NOTNEED6_1.1,sj110,1,0,0
1,UN,UNCNOT1_1.1,sj110,1,0,0
1,UN,UNCNOT2_1.1,sj110,1,0,0
2,UN,UNCNOT3_1.1,sj110,1,1,0
2,UN,UNCNOT4_1.1,sj110,1,1,0
2,UN,UNCNOT5_1.1,sj110,1,1,0
2,UN,UNCNOT6_1.1,sj110,1,1,0
1,UY,UNCNEED3_1.1,sj110,1,0,1
1,UY,UNCNEED5_1.1,sj110,1,0,1
2,YY,NEED3_1.1,sj110,1,1,1
2,YY,NEED5_1.1,sj110,1,1,1
1,NN,NOTNEED1_1.2,sj111,2,0,0
1,NN,NOTNEED2_1.2,sj111,2,0,0
1,NN,NOTNEED3_1.2,sj111,2,0,0
1,NN,NOTNEED4_1.2,sj111,2,0,0
1,NN,NOTNEED5_1.2,sj111,2,0,0
1,NN,NOTNEED6_1.2,sj111,2,0,0
1,UN,UNCNOT1_1.2,sj111,2,0,0
1,UN,UNCNOT2_1.2,sj111,2,0,0
1,UN,UNCNOT3_1.2,sj111,2,0,0
1,UN,UNCNOT4_1.2,sj111,2,0,0
1,UN,UNCNOT5_1.2,sj111,2,0,0
1,UN,UNCNOT6_1.2,sj111,2,0,0
2,UY,UNCNEED3_1.2,sj111,2,1,1
2,UY,UNCNEED5_1.2,sj111,2,1,1
2,YY,NEED3_1.2,sj111,2,1,1
2,YY,NEED5_1.2,sj111,2,1,1
1,NN,NOTNEED1_1,sj112,0,0,0
1,NN,NOTNEED2_1,sj112,0,0,0
1,NN,NOTNEED3_1,sj112,0,0,0
1,NN,NOTNEED4_1,sj112,0,0,0
1,NN,NOTNEED5_1,sj112,0,0,0
1,NN,NOTNEED6_1,sj112,0,0,0
1,UN,UNCNOT1_1,sj112,0,0,0
2,UN,UNCNOT2_1,sj112,0,1,0
2,UN,UNCNOT3_1,sj112,0,1,0
2,UN,UNCNOT4_1,sj112,0,1,0
2,UN,UNCNOT5_1,sj112,0,1,0
2,UN,UNCNOT6_1,sj112,0,1,0
2,UY,UNCNEED3_1,sj112,0,1,1
2,UY,UNCNEED5_1,sj112,0,1,1
2,YY,NEED3_1,sj112,0,1,1
2,YY,NEED5_1,sj112,0,1,1
1,NN,NOTNEED1_1,sj113,0,0,0
1,NN,NOTNEED2_1,sj113,0,0,0
1,NN,NOTNEED3_1,sj113,0,0,0
1,NN,NOTNEED4_1,sj113,0,0,0
1,NN,NOTNEED5_1,sj113,0,0,0
1,NN,NOTNEED6_1,sj113,0,0,0
1,UN,UNCNOT1_1,sj113,0,0,0
1,UN,UNCNOT2_1,sj113,0,0,0
2,UN,UNCNOT3_1,sj113,0,1,0
2,UN,UNCNOT4_1,sj113,0,1,0
1,UN,UNCNOT5_1,sj113,0,0,0
1,UN,UNCNOT6_1,sj113,0,0,0
2,UY,UNCNEED3_1,sj113,0,1,1
2,UY,UNCNEED5_1,sj113,0,1,1
2,YY,NEED3_1,sj113,0,1,1
2,YY,NEED5_1,sj113,0,1,1
1,NN,NOTNEED1_1.1,sj114,1,0,0
1,NN,NOTNEED2_1.1,sj114,1,0,0
1,NN,NOTNEED3_1.1,sj114,1,0,0
1,NN,NOTNEED4_1.1,sj114,1,0,0
1,NN,NOTNEED5_1.1,sj114,1,0,0
1,NN,NOTNEED6_1.1,sj114,1,0,0
1,UN,UNCNOT1_1.1,sj114,1,0,0
1,UN,UNCNOT2_1.1,sj114,1,0,0
1,UN,UNCNOT3_1.1,sj114,1,0,0
1,UN,UNCNOT4_1.1,sj114,1,0,0
1,UN,UNCNOT5_1.1,sj114,1,0,0
1,UN,UNCNOT6_1.1,sj114,1,0,0
2,UY,UNCNEED3_1.1,sj114,1,1,1
2,UY,UNCNEED5_1.1,sj114,1,1,1
2,YY,NEED3_1.1,sj114,1,1,1
2,YY,NEED5_1.1,sj114,1,1,1
1,NN,NOTNEED1_1.1,sj115,1,0,0
1,NN,NOTNEED2_1.1,sj115,1,0,0
1,NN,NOTNEED3_1.1,sj115,1,0,0
1,NN,NOTNEED4_1.1,sj115,1,0,0
1,NN,NOTNEED5_1.1,sj115,1,0,0
1,NN,NOTNEED6_1.1,sj115,1,0,0
1,UN,UNCNOT1_1.1,sj115,1,0,0
1,UN,UNCNOT2_1.1,sj115,1,0,0
1,UN,UNCNOT3_1.1,sj115,1,0,0
1,UN,UNCNOT4_1.1,sj115,1,0,0
1,UN,UNCNOT5_1.1,sj115,1,0,0
1,UN,UNCNOT6_1.1,sj115,1,0,0
2,UY,UNCNEED3_1.1,sj115,1,1,1
2,UY,UNCNEED5_1.1,sj115,1,1,1
2,YY,NEED3_1.1,sj115,1,1,1
2,YY,NEED5_1.1,sj115,1,1,1
1,NN,NOTNEED1_1.1,sj116,1,0,0
1,NN,NOTNEED2_1.1,sj116,1,0,0
1,NN,NOTNEED3_1.1,sj116,1,0,0
1,NN,NOTNEED4_1.1,sj116,1,0,0
1,NN,NOTNEED5_1.1,sj116,1,0,0
1,NN,NOTNEED6_1.1,sj116,1,0,0
1,UN,UNCNOT1_1.1,sj116,1,0,0
1,UN,UNCNOT2_1.1,sj116,1,0,0
1,UN,UNCNOT3_1.1,sj116,1,0,0
1,UN,UNCNOT4_1.1,sj116,1,0,0
1,UN,UNCNOT5_1.1,sj116,1,0,0
1,UN,UNCNOT6_1.1,sj116,1,0,0
2,UY,UNCNEED3_1.1,sj116,1,1,1
2,UY,UNCNEED5_1.1,sj116,1,1,1
2,YY,NEED3_1.1,sj116,1,1,1
2,YY,NEED5_1.1,sj116,1,1,1
2,NN,NOTNEED1_1,sj117,0,1,0
1,NN,NOTNEED2_1,sj117,0,0,0
1,NN,NOTNEED3_1,sj117,0,0,0
2,NN,NOTNEED4_1,sj117,0,1,0
1,NN,NOTNEED5_1,sj117,0,0,0
1,NN,NOTNEED6_1,sj117,0,0,0
1,UN,UNCNOT1_1,sj117,0,0,0
2,UN,UNCNOT2_1,sj117,0,1,0
2,UN,UNCNOT3_1,sj117,0,1,0
2,UN,UNCNOT4_1,sj117,0,1,0
2,UN,UNCNOT5_1,sj117,0,1,0
2,UN,UNCNOT6_1,sj117,0,1,0
2,UY,UNCNEED3_1,sj117,0,1,1
2,UY,UNCNEED5_1,sj117,0,1,1
2,YY,NEED3_1,sj117,0,1,1
2,YY,NEED5_1,sj117,0,1,1
1,NN,NOTNEED1_1.2,sj118,2,0,0
1,NN,NOTNEED2_1.2,sj118,2,0,0
1,NN,NOTNEED3_1.2,sj118,2,0,0
1,NN,NOTNEED4_1.2,sj118,2,0,0
1,NN,NOTNEED5_1.2,sj118,2,0,0
1,NN,NOTNEED6_1.2,sj118,2,0,0
1,UN,UNCNOT1_1.2,sj118,2,0,0
1,UN,UNCNOT2_1.2,sj118,2,0,0
1,UN,UNCNOT3_1.2,sj118,2,0,0
1,UN,UNCNOT4_1.2,sj118,2,0,0
1,UN,UNCNOT5_1.2,sj118,2,0,0
1,UN,UNCNOT6_1.2,sj118,2,0,0
2,UY,UNCNEED3_1.2,sj118,2,1,1
2,UY,UNCNEED5_1.2,sj118,2,1,1
2,YY,NEED3_1.2,sj118,2,1,1
2,YY,NEED5_1.2,sj118,2,1,1
1,NN,NOTNEED1_1.2,sj119,2,0,0
1,NN,NOTNEED2_1.2,sj119,2,0,0
1,NN,NOTNEED3_1.2,sj119,2,0,0
1,NN,NOTNEED4_1.2,sj119,2,0,0
1,NN,NOTNEED5_1.2,sj119,2,0,0
1,NN,NOTNEED6_1.2,sj119,2,0,0
1,UN,UNCNOT1_1.2,sj119,2,0,0
1,UN,UNCNOT2_1.2,sj119,2,0,0
1,UN,UNCNOT3_1.2,sj119,2,0,0
1,UN,UNCNOT4_1.2,sj119,2,0,0
1,UN,UNCNOT5_1.2,sj119,2,0,0
1,UN,UNCNOT6_1.2,sj119,2,0,0
2,UY,UNCNEED3_1.2,sj119,2,1,1
2,UY,UNCNEED5_1.2,sj119,2,1,1
2,YY,NEED3_1.2,sj119,2,1,1
2,YY,NEED5_1.2,sj119,2,1,1
1,NN,NOTNEED1_1,sj120,0,0,0
1,NN,NOTNEED2_1,sj120,0,0,0
1,NN,NOTNEED3_1,sj120,0,0,0
1,NN,NOTNEED4_1,sj120,0,0,0
1,NN,NOTNEED5_1,sj120,0,0,0
1,NN,NOTNEED6_1,sj120,0,0,0
1,UN,UNCNOT1_1,sj120,0,0,0
1,UN,UNCNOT2_1,sj120,0,0,0
1,UN,UNCNOT3_1,sj120,0,0,0
1,UN,UNCNOT4_1,sj120,0,0,0
1,UN,UNCNOT5_1,sj120,0,0,0
1,UN,UNCNOT6_1,sj120,0,0,0
2,UY,UNCNEED3_1,sj120,0,1,1
1,UY,UNCNEED5_1,sj120,0,0,1
2,YY,NEED3_1,sj120,0,1,1
2,YY,NEED5_1,sj120,0,1,1
1,NN,NOTNEED1_1,sj121,0,0,0
1,NN,NOTNEED2_1,sj121,0,0,0
1,NN,NOTNEED3_1,sj121,0,0,0
1,NN,NOTNEED4_1,sj121,0,0,0
1,NN,NOTNEED5_1,sj121,0,0,0
1,NN,NOTNEED6_1,sj121,0,0,0
1,UN,UNCNOT1_1,sj121,0,0,0
2,UN,UNCNOT2_1,sj121,0,1,0
2,UN,UNCNOT3_1,sj121,0,1,0
2,UN,UNCNOT4_1,sj121,0,1,0
1,UN,UNCNOT5_1,sj121,0,0,0
2,UN,UNCNOT6_1,sj121,0,1,0
2,UY,UNCNEED3_1,sj121,0,1,1
2,UY,UNCNEED5_1,sj121,0,1,1
2,YY,NEED3_1,sj121,0,1,1
2,YY,NEED5_1,sj121,0,1,1
1,NN,NOTNEED1_1.2,sj122,2,0,0
1,NN,NOTNEED2_1.2,sj122,2,0,0
1,NN,NOTNEED3_1.2,sj122,2,0,0
1,NN,NOTNEED4_1.2,sj122,2,0,0
1,NN,NOTNEED5_1.2,sj122,2,0,0
1,NN,NOTNEED6_1.2,sj122,2,0,0
1,UN,UNCNOT1_1.2,sj122,2,0,0
1,UN,UNCNOT2_1.2,sj122,2,0,0
1,UN,UNCNOT3_1.2,sj122,2,0,0
1,UN,UNCNOT4_1.2,sj122,2,0,0
1,UN,UNCNOT5_1.2,sj122,2,0,0
1,UN,UNCNOT6_1.2,sj122,2,0,0
2,UY,UNCNEED3_1.2,sj122,2,1,1
2,UY,UNCNEED5_1.2,sj122,2,1,1
2,YY,NEED3_1.2,sj122,2,1,1
2,YY,NEED5_1.2,sj122,2,1,1
1,NN,NOTNEED1_1.2,sj123,2,0,0
1,NN,NOTNEED2_1.2,sj123,2,0,0
1,NN,NOTNEED3_1.2,sj123,2,0,0
1,NN,NOTNEED4_1.2,sj123,2,0,0
1,NN,NOTNEED5_1.2,sj123,2,0,0
1,NN,NOTNEED6_1.2,sj123,2,0,0
1,UN,UNCNOT1_1.2,sj123,2,0,0
2,UN,UNCNOT2_1.2,sj123,2,1,0
1,UN,UNCNOT3_1.2,sj123,2,0,0
1,UN,UNCNOT4_1.2,sj123,2,0,0
1,UN,UNCNOT5_1.2,sj123,2,0,0
1,UN,UNCNOT6_1.2,sj123,2,0,0
2,UY,UNCNEED3_1.2,sj123,2,1,1
2,UY,UNCNEED5_1.2,sj123,2,1,1
2,YY,NEED3_1.2,sj123,2,1,1
2,YY,NEED5_1.2,sj123,2,1,1
1,NN,NOTNEED1_1.2,sj124,2,0,0
1,NN,NOTNEED2_1.2,sj124,2,0,0
1,NN,NOTNEED3_1.2,sj124,2,0,0
1,NN,NOTNEED4_1.2,sj124,2,0,0
1,NN,NOTNEED5_1.2,sj124,2,0,0
1,NN,NOTNEED6_1.2,sj124,2,0,0
1,UN,UNCNOT1_1.2,sj124,2,0,0
1,UN,UNCNOT2_1.2,sj124,2,0,0
1,UN,UNCNOT3_1.2,sj124,2,0,0
1,UN,UNCNOT4_1.2,sj124,2,0,0
1,UN,UNCNOT5_1.2,sj124,2,0,0
1,UN,UNCNOT6_1.2,sj124,2,0,0
2,UY,UNCNEED3_1.2,sj124,2,1,1
2,UY,UNCNEED5_1.2,sj124,2,1,1
2,YY,NEED3_1.2,sj124,2,1,1
2,YY,NEED5_1.2,sj124,2,1,1
1,NN,NOTNEED1_1.2,sj125,2,0,0
1,NN,NOTNEED2_1.2,sj125,2,0,0
1,NN,NOTNEED3_1.2,sj125,2,0,0
1,NN,NOTNEED4_1.2,sj125,2,0,0
1,NN,NOTNEED5_1.2,sj125,2,0,0
1,NN,NOTNEED6_1.2,sj125,2,0,0
1,UN,UNCNOT1_1.2,sj125,2,0,0
1,UN,UNCNOT2_1.2,sj125,2,0,0
1,UN,UNCNOT3_1.2,sj125,2,0,0
1,UN,UNCNOT4_1.2,sj125,2,0,0
1,UN,UNCNOT5_1.2,sj125,2,0,0
1,UN,UNCNOT6_1.2,sj125,2,0,0
2,UY,UNCNEED3_1.2,sj125,2,1,1
2,UY,UNCNEED5_1.2,sj125,2,1,1
2,YY,NEED3_1.2,sj125,2,1,1
2,YY,NEED5_1.2,sj125,2,1,1
1,NN,NOTNEED1_1.2,sj126,2,0,0
1,NN,NOTNEED2_1.2,sj126,2,0,0
1,NN,NOTNEED3_1.2,sj126,2,0,0
1,NN,NOTNEED4_1.2,sj126,2,0,0
1,NN,NOTNEED5_1.2,sj126,2,0,0
1,NN,NOTNEED6_1.2,sj126,2,0,0
1,UN,UNCNOT1_1.2,sj126,2,0,0
1,UN,UNCNOT2_1.2,sj126,2,0,0
1,UN,UNCNOT3_1.2,sj126,2,0,0
1,UN,UNCNOT4_1.2,sj126,2,0,0
1,UN,UNCNOT5_1.2,sj126,2,0,0
1,UN,UNCNOT6_1.2,sj126,2,0,0
2,UY,UNCNEED3_1.2,sj126,2,1,1
2,UY,UNCNEED5_1.2,sj126,2,1,1
2,YY,NEED3_1.2,sj126,2,1,1
2,YY,NEED5_1.2,sj126,2,1,1
1,NN,NOTNEED1_1.1,sj127,1,0,0
1,NN,NOTNEED2_1.1,sj127,1,0,0
1,NN,NOTNEED3_1.1,sj127,1,0,0
1,NN,NOTNEED4_1.1,sj127,1,0,0
1,NN,NOTNEED5_1.1,sj127,1,0,0
1,NN,NOTNEED6_1.1,sj127,1,0,0
1,UN,UNCNOT1_1.1,sj127,1,0,0
1,UN,UNCNOT2_1.1,sj127,1,0,0
1,UN,UNCNOT3_1.1,sj127,1,0,0
1,UN,UNCNOT4_1.1,sj127,1,0,0
1,UN,UNCNOT5_1.1,sj127,1,0,0
1,UN,UNCNOT6_1.1,sj127,1,0,0
2,UY,UNCNEED3_1.1,sj127,1,1,1
2,UY,UNCNEED5_1.1,sj127,1,1,1
2,YY,NEED3_1.1,sj127,1,1,1
2,YY,NEED5_1.1,sj127,1,1,1
1,NN,NOTNEED1_1.1,sj128,1,0,0
1,NN,NOTNEED2_1.1,sj128,1,0,0
1,NN,NOTNEED3_1.1,sj128,1,0,0
1,NN,NOTNEED4_1.1,sj128,1,0,0
1,NN,NOTNEED5_1.1,sj128,1,0,0
1,NN,NOTNEED6_1.1,sj128,1,0,0
1,UN,UNCNOT1_1.1,sj128,1,0,0
1,UN,UNCNOT2_1.1,sj128,1,0,0
1,UN,UNCNOT3_1.1,sj128,1,0,0
1,UN,UNCNOT4_1.1,sj128,1,0,0
1,UN,UNCNOT5_1.1,sj128,1,0,0
1,UN,UNCNOT6_1.1,sj128,1,0,0
2,UY,UNCNEED3_1.1,sj128,1,1,1
2,UY,UNCNEED5_1.1,sj128,1,1,1
2,YY,NEED3_1.1,sj128,1,1,1
2,YY,NEED5_1.1,sj128,1,1,1
1,NN,NOTNEED1_1.1,sj129,1,0,0
1,NN,NOTNEED2_1.1,sj129,1,0,0
1,NN,NOTNEED3_1.1,sj129,1,0,0
1,NN,NOTNEED4_1.1,sj129,1,0,0
1,NN,NOTNEED5_1.1,sj129,1,0,0
1,NN,NOTNEED6_1.1,sj129,1,0,0
1,UN,UNCNOT1_1.1,sj129,1,0,0
1,UN,UNCNOT2_1.1,sj129,1,0,0
1,UN,UNCNOT3_1.1,sj129,1,0,0
1,UN,UNCNOT4_1.1,sj129,1,0,0
1,UN,UNCNOT5_1.1,sj129,1,0,0
1,UN,UNCNOT6_1.1,sj129,1,0,0
2,UY,UNCNEED3_1.1,sj129,1,1,1
2,UY,UNCNEED5_1.1,sj129,1,1,1
2,YY,NEED3_1.1,sj129,1,1,1
2,YY,NEED5_1.1,sj129,1,1,1
1,NN,NOTNEED1_1.1,sj130,1,0,0
1,NN,NOTNEED2_1.1,sj130,1,0,0
1,NN,NOTNEED3_1.1,sj130,1,0,0
1,NN,NOTNEED4_1.1,sj130,1,0,0
1,NN,NOTNEED5_1.1,sj130,1,0,0
1,NN,NOTNEED6_1.1,sj130,1,0,0
1,UN,UNCNOT1_1.1,sj130,1,0,0
1,UN,UNCNOT2_1.1,sj130,1,0,0
1,UN,UNCNOT3_1.1,sj130,1,0,0
1,UN,UNCNOT4_1.1,sj130,1,0,0
1,UN,UNCNOT5_1.1,sj130,1,0,0
1,UN,UNCNOT6_1.1,sj130,1,0,0
2,UY,UNCNEED3_1.1,sj130,1,1,1
2,UY,UNCNEED5_1.1,sj130,1,1,1
2,YY,NEED3_1.1,sj130,1,1,1
2,YY,NEED5_1.1,sj130,1,1,1
1,NN,NOTNEED1_1.1,sj131,1,0,0
1,NN,NOTNEED2_1.1,sj131,1,0,0
1,NN,NOTNEED3_1.1,sj131,1,0,0
1,NN,NOTNEED4_1.1,sj131,1,0,0
1,NN,NOTNEED5_1.1,sj131,1,0,0
1,NN,NOTNEED6_1.1,sj131,1,0,0
1,UN,UNCNOT1_1.1,sj131,1,0,0
1,UN,UNCNOT2_1.1,sj131,1,0,0
1,UN,UNCNOT3_1.1,sj131,1,0,0
1,UN,UNCNOT4_1.1,sj131,1,0,0
1,UN,UNCNOT5_1.1,sj131,1,0,0
1,UN,UNCNOT6_1.1,sj131,1,0,0
2,UY,UNCNEED3_1.1,sj131,1,1,1
2,UY,UNCNEED5_1.1,sj131,1,1,1
2,YY,NEED3_1.1,sj131,1,1,1
2,YY,NEED5_1.1,sj131,1,1,1
1,NN,NOTNEED1_1,sj132,0,0,0
1,NN,NOTNEED2_1,sj132,0,0,0
1,NN,NOTNEED3_1,sj132,0,0,0
1,NN,NOTNEED4_1,sj132,0,0,0
1,NN,NOTNEED5_1,sj132,0,0,0
1,NN,NOTNEED6_1,sj132,0,0,0
1,UN,UNCNOT1_1,sj132,0,0,0
2,UN,UNCNOT2_1,sj132,0,1,0
2,UN,UNCNOT3_1,sj132,0,1,0
2,UN,UNCNOT4_1,sj132,0,1,0
1,UN,UNCNOT5_1,sj132,0,0,0
2,UN,UNCNOT6_1,sj132,0,1,0
2,UY,UNCNEED3_1,sj132,0,1,1
2,UY,UNCNEED5_1,sj132,0,1,1
2,YY,NEED3_1,sj132,0,1,1
2,YY,NEED5_1,sj132,0,1,1
1,NN,NOTNEED1_1.2,sj133,2,0,0
1,NN,NOTNEED2_1.2,sj133,2,0,0
1,NN,NOTNEED3_1.2,sj133,2,0,0
1,NN,NOTNEED4_1.2,sj133,2,0,0
1,NN,NOTNEED5_1.2,sj133,2,0,0
1,NN,NOTNEED6_1.2,sj133,2,0,0
1,UN,UNCNOT1_1.2,sj133,2,0,0
1,UN,UNCNOT2_1.2,sj133,2,0,0
1,UN,UNCNOT3_1.2,sj133,2,0,0
1,UN,UNCNOT4_1.2,sj133,2,0,0
1,UN,UNCNOT5_1.2,sj133,2,0,0
1,UN,UNCNOT6_1.2,sj133,2,0,0
2,UY,UNCNEED3_1.2,sj133,2,1,1
2,UY,UNCNEED5_1.2,sj133,2,1,1
2,YY,NEED3_1.2,sj133,2,1,1
2,YY,NEED5_1.2,sj133,2,1,1
1,NN,NOTNEED1_1.2,sj134,2,0,0
1,NN,NOTNEED2_1.2,sj134,2,0,0
1,NN,NOTNEED3_1.2,sj134,2,0,0
1,NN,NOTNEED4_1.2,sj134,2,0,0
1,NN,NOTNEED5_1.2,sj134,2,0,0
1,NN,NOTNEED6_1.2,sj134,2,0,0
1,UN,UNCNOT1_1.2,sj134,2,0,0
1,UN,UNCNOT2_1.2,sj134,2,0,0
1,UN,UNCNOT3_1.2,sj134,2,0,0
1,UN,UNCNOT4_1.2,sj134,2,0,0
1,UN,UNCNOT5_1.2,sj134,2,0,0
1,UN,UNCNOT6_1.2,sj134,2,0,0
2,UY,UNCNEED3_1.2,sj134,2,1,1
2,UY,UNCNEED5_1.2,sj134,2,1,1
2,YY,NEED3_1.2,sj134,2,1,1
2,YY,NEED5_1.2,sj134,2,1,1
1,NN,NOTNEED1_1.2,sj135,2,0,0
1,NN,NOTNEED2_1.2,sj135,2,0,0
1,NN,NOTNEED3_1.2,sj135,2,0,0
1,NN,NOTNEED4_1.2,sj135,2,0,0
1,NN,NOTNEED5_1.2,sj135,2,0,0
1,NN,NOTNEED6_1.2,sj135,2,0,0
1,UN,UNCNOT1_1.2,sj135,2,0,0
1,UN,UNCNOT2_1.2,sj135,2,0,0
1,UN,UNCNOT3_1.2,sj135,2,0,0
1,UN,UNCNOT4_1.2,sj135,2,0,0
1,UN,UNCNOT5_1.2,sj135,2,0,0
2,UN,UNCNOT6_1.2,sj135,2,1,0
2,UY,UNCNEED3_1.2,sj135,2,1,1
2,UY,UNCNEED5_1.2,sj135,2,1,1
2,YY,NEED3_1.2,sj135,2,1,1
2,YY,NEED5_1.2,sj135,2,1,1
1,NN,NOTNEED1_1,sj136,0,0,0
1,NN,NOTNEED2_1,sj136,0,0,0
1,NN,NOTNEED3_1,sj136,0,0,0
1,NN,NOTNEED4_1,sj136,0,0,0
1,NN,NOTNEED5_1,sj136,0,0,0
1,NN,NOTNEED6_1,sj136,0,0,0
1,UN,UNCNOT1_1,sj136,0,0,0
1,UN,UNCNOT2_1,sj136,0,0,0
2,UN,UNCNOT3_1,sj136,0,1,0
1,UN,UNCNOT4_1,sj136,0,0,0
2,UN,UNCNOT5_1,sj136,0,1,0
1,UN,UNCNOT6_1,sj136,0,0,0
2,UY,UNCNEED3_1,sj136,0,1,1
2,UY,UNCNEED5_1,sj136,0,1,1
2,YY,NEED3_1,sj136,0,1,1
2,YY,NEED5_1,sj136,0,1,1
1,NN,NOTNEED1_1.1,sj137,1,0,0
1,NN,NOTNEED2_1.1,sj137,1,0,0
1,NN,NOTNEED3_1.1,sj137,1,0,0
1,NN,NOTNEED4_1.1,sj137,1,0,0
1,NN,NOTNEED5_1.1,sj137,1,0,0
1,NN,NOTNEED6_1.1,sj137,1,0,0
1,UN,UNCNOT1_1.1,sj137,1,0,0
1,UN,UNCNOT2_1.1,sj137,1,0,0
1,UN,UNCNOT3_1.1,sj137,1,0,0
1,UN,UNCNOT4_1.1,sj137,1,0,0
1,UN,UNCNOT5_1.1,sj137,1,0,0
1,UN,UNCNOT6_1.1,sj137,1,0,0
2,UY,UNCNEED3_1.1,sj137,1,1,1
2,UY,UNCNEED5_1.1,sj137,1,1,1
2,YY,NEED3_1.1,sj137,1,1,1
2,YY,NEED5_1.1,sj137,1,1,1
1,NN,NOTNEED1_1.2,sj138,2,0,0
1,NN,NOTNEED2_1.2,sj138,2,0,0
1,NN,NOTNEED3_1.2,sj138,2,0,0
1,NN,NOTNEED4_1.2,sj138,2,0,0
1,NN,NOTNEED5_1.2,sj138,2,0,0
1,NN,NOTNEED6_1.2,sj138,2,0,0
1,UN,UNCNOT1_1.2,sj138,2,0,0
1,UN,UNCNOT2_1.2,sj138,2,0,0
1,UN,UNCNOT3_1.2,sj138,2,0,0
1,UN,UNCNOT4_1.2,sj138,2,0,0
1,UN,UNCNOT5_1.2,sj138,2,0,0
1,UN,UNCNOT6_1.2,sj138,2,0,0
2,UY,UNCNEED3_1.2,sj138,2,1,1
2,UY,UNCNEED5_1.2,sj138,2,1,1
2,YY,NEED3_1.2,sj138,2,1,1
2,YY,NEED5_1.2,sj138,2,1,1
1,NN,NOTNEED1_1.2,sj139,2,0,0
1,NN,NOTNEED2_1.2,sj139,2,0,0
1,NN,NOTNEED3_1.2,sj139,2,0,0
1,NN,NOTNEED4_1.2,sj139,2,0,0
1,NN,NOTNEED5_1.2,sj139,2,0,0
1,NN,NOTNEED6_1.2,sj139,2,0,0
1,UN,UNCNOT1_1.2,sj139,2,0,0
1,UN,UNCNOT2_1.2,sj139,2,0,0
1,UN,UNCNOT3_1.2,sj139,2,0,0
1,UN,UNCNOT4_1.2,sj139,2,0,0
1,UN,UNCNOT5_1.2,sj139,2,0,0
1,UN,UNCNOT6_1.2,sj139,2,0,0
2,UY,UNCNEED3_1.2,sj139,2,1,1
2,UY,UNCNEED5_1.2,sj139,2,1,1
2,YY,NEED3_1.2,sj139,2,1,1
2,YY,NEED5_1.2,sj139,2,1,1
1,NN,NOTNEED1_1.2,sj140,2,0,0
1,NN,NOTNEED2_1.2,sj140,2,0,0
1,NN,NOTNEED3_1.2,sj140,2,0,0
1,NN,NOTNEED4_1.2,sj140,2,0,0
1,NN,NOTNEED5_1.2,sj140,2,0,0
1,NN,NOTNEED6_1.2,sj140,2,0,0
1,UN,UNCNOT1_1.2,sj140,2,0,0
1,UN,UNCNOT2_1.2,sj140,2,0,0
1,UN,UNCNOT3_1.2,sj140,2,0,0
1,UN,UNCNOT4_1.2,sj140,2,0,0
1,UN,UNCNOT5_1.2,sj140,2,0,0
1,UN,UNCNOT6_1.2,sj140,2,0,0
2,UY,UNCNEED3_1.2,sj140,2,1,1
2,UY,UNCNEED5_1.2,sj140,2,1,1
2,YY,NEED3_1.2,sj140,2,1,1
2,YY,NEED5_1.2,sj140,2,1,1
1,NN,NOTNEED1_1,sj141,0,0,0
1,NN,NOTNEED2_1,sj141,0,0,0
1,NN,NOTNEED3_1,sj141,0,0,0
1,NN,NOTNEED4_1,sj141,0,0,0
1,NN,NOTNEED5_1,sj141,0,0,0
1,NN,NOTNEED6_1,sj141,0,0,0
1,UN,UNCNOT1_1,sj141,0,0,0
1,UN,UNCNOT2_1,sj141,0,0,0
2,UN,UNCNOT3_1,sj141,0,1,0
2,UN,UNCNOT4_1,sj141,0,1,0
1,UN,UNCNOT5_1,sj141,0,0,0
2,UN,UNCNOT6_1,sj141,0,1,0
2,UY,UNCNEED3_1,sj141,0,1,1
2,UY,UNCNEED5_1,sj141,0,1,1
2,YY,NEED3_1,sj141,0,1,1
2,YY,NEED5_1,sj141,0,1,1
1,NN,NOTNEED1_1.1,sj142,1,0,0
1,NN,NOTNEED2_1.1,sj142,1,0,0
1,NN,NOTNEED3_1.1,sj142,1,0,0
1,NN,NOTNEED4_1.1,sj142,1,0,0
1,NN,NOTNEED5_1.1,sj142,1,0,0
1,NN,NOTNEED6_1.1,sj142,1,0,0
1,UN,UNCNOT1_1.1,sj142,1,0,0
1,UN,UNCNOT2_1.1,sj142,1,0,0
1,UN,UNCNOT3_1.1,sj142,1,0,0
1,UN,UNCNOT4_1.1,sj142,1,0,0
